"Hm0","THp","Tm01","Tm02","Tp","U10","wind_dir"
6.8,224.6,10.6,9,11.9,17.3,222.3
6.5,226.9,10.6,9,12,16.5,229.5
6.3,227.9,10.6,8.9,12,15.9,228.2
6.1,226.4,10.6,8.9,12,16.1,224.8
6.2,225.5,10.5,8.8,12,16.5,225.4
6.2,227.2,10.5,8.8,12,15.9,227.1
6,230.3,10.6,8.9,12.1,14.7,226
5.7,233.5,10.7,8.9,12.2,14.1,221.4
5.6,235.4,10.6,8.7,12.2,14.6,221.7
5.6,237.6,10.6,8.7,12.2,14.4,225.9
5.7,242.2,10.6,8.7,12.2,14,229.9
5.8,244.1,10.7,8.8,12.2,14.8,232.9
6.2,243,10.8,8.8,12.4,16.4,236.3
7,242,11.2,9.2,12.9,17.3,238.9
7.7,236.5,11.7,9.7,13.4,17.4,237.6
8,232.4,12.3,10.1,13.8,17.2,230
7.8,229.6,12.6,10.4,14.2,14.9,217.3
7.1,230.6,12.7,10.6,14.6,13.4,163.6
6.9,268.2,12,9.4,14.4,23.8,114.9
8.5,171.3,10.8,8.9,10.9,23.5,156
10.6,190.5,12.4,10.6,13.7,20.4,184.1
12.2,194.8,14.3,12.4,15.7,20.6,210.8
15,211.6,15.5,13.2,17.5,31.5,243.2
15.9,218.9,15.5,13,17.9,26,245.1
13.8,222,15.2,12.8,17.8,21.7,237.5
11.2,222.9,14.8,12.6,17.6,17.2,230.7
9.1,224.5,14.5,12.5,17.2,10.9,214.5
7.6,226.2,14.2,12.6,16.7,7.2,145.6
6.7,227.7,13.9,12.3,16.1,11,95.1
6.1,229,13.4,11.9,15.6,6.3,76.4
5.7,229.9,12.9,11.5,15.3,5.9,335
5.7,230,12.5,11,14.5,16.1,295.2
7.5,231.8,11.8,9.5,14,20.3,278.9
8.7,223.4,12.7,10.1,15.2,17.5,264.4
8.3,224.6,13.2,10.4,15.7,15.1,246.6
7.7,227.3,13,10.2,15.5,15.7,237.7
7.4,228.8,12.3,9.6,15.3,16.4,223.6
7.9,229.7,11.7,9.4,14.1,20.5,229.3
9.3,233,12,10,13.8,22.3,246.1
10.2,239.4,12.5,10.6,14.1,22.7,244.7
10.8,247.5,12.9,10.9,14.2,23.3,245.9
11.3,254.9,13.1,11.1,14.6,23.6,248.7
11.7,258.7,13.4,11.5,14.9,22.9,250.5
11.9,263.6,13.7,11.7,15.1,23.2,253.7
12.2,267.9,13.9,11.8,15.5,22.9,257
12.1,268.6,14.1,12,15.6,22.2,260.5
11.7,268.2,14.1,12,15.9,20.9,261
11.1,267.1,14.1,11.9,15.9,19.8,258.1
10.6,265.8,13.9,11.7,15.8,19.6,255.3
10.3,265.9,13.7,11.4,15.6,19.4,257
9.9,267.4,13.6,11.3,15.4,18,257.7
9.3,269,13.4,11.3,15.2,17,258.7
8.8,270.2,13.3,11.1,15.6,16.6,258.8
8.4,271.2,13.1,11,15.4,16,262.4
7.9,272.2,13,10.8,15.2,14.7,264.1
7.4,273.1,12.9,10.8,15,13.3,262.8
6.9,274,12.7,10.7,14.8,12.3,259.3
6.4,274.6,12.5,10.6,14.6,11.6,258.4
6,275.1,12.3,10.5,14.4,9.6,264.3
5.5,275.6,12.2,10.7,14,7.4,267.7
5.1,275.9,12,10.8,13.8,6.6,272.2
4.8,276.1,11.8,10.7,13.4,6.5,291.3
4.6,276.1,11.7,10.7,13.2,5.9,304.6
4.4,275.8,11.6,10.6,13,6.3,301.4
4.4,275.3,11.6,10.5,12.7,8.2,297.5
4.4,275,11.3,9.7,12.9,10.3,299.3
4.5,275,10.9,8.8,12.8,11.1,296
4.5,274.7,10.7,8.5,12.7,10.9,286.9
4.4,274.4,10.5,8.4,12.6,11,276.9
4.3,274.1,10.3,8.2,12.5,10.6,264.8
4.1,274.1,10.3,8.3,12.2,9.2,244.6
3.8,274.6,10.2,8.4,12,8.7,208.9
3.6,275.1,10,8.1,11.7,10.2,165.1
3.6,275.7,9.4,7.5,11.5,10.6,154.5
4.1,205.2,9,7.5,10.1,12.2,201.8
5.2,215.1,9.8,8.4,10.8,15.4,231.7
6.4,219.8,10.7,9,12,17.3,245.9
7,222.1,11,9.1,12.4,18.5,245.4
7.2,226.3,10.9,9,12.5,18.7,240.9
7.1,227.7,10.8,9,12.3,18.5,236.1
7,228.1,10.8,9,12.2,18.2,235.4
6.8,230.8,10.8,9.1,12.2,16.9,239.5
6.7,238.8,10.9,9.2,12.3,16.4,247.5
6.7,243.1,11,9.2,12.4,16.5,247.5
7.1,250.2,11.1,9.3,12.6,18.4,250.3
7.5,258.4,11.3,9.4,12.5,18.5,259.4
7.3,263.4,11.3,9.5,12.7,16.9,263.1
6.3,265.6,11.2,9.5,13,13.9,262.9
5.3,266.4,10.9,9.3,12.5,10.8,257.2
4.5,266.8,10.8,9.4,12,7.7,249.4
3.9,267.2,10.7,9.6,11.6,4,231.7
3.5,267.1,10.5,9.6,11.6,3.1,144.8
3.2,266.7,10.3,9.5,11.2,6.6,104.5
2.9,265.6,10.1,9.4,10.8,9.6,84.9
2.7,264.1,9.8,8.6,10.4,11.3,78.9
2.7,262.6,9,6.8,10.5,9.5,85.4
2.6,261.4,8.7,6.8,10.3,5.4,102.3
2.5,260.4,9,7.6,10.1,3.8,145.5
2.5,259.7,9.2,8.1,10,6.3,174.6
2.6,198,9.1,7.5,10.1,9.5,179.9
2.8,196.9,8.2,6.3,10.1,11.7,179.5
3.3,196.5,7.6,6.1,9.9,13.9,184.6
3.5,198.7,7.7,6.4,8.9,13.6,190.3
3.6,201.3,7.8,6.5,8.9,14.1,194.7
3.9,205.3,8,6.7,9.3,14.6,196.8
4,209.8,8.3,6.9,9.5,14.4,197.4
4.1,212.6,8.5,7,9.8,14.4,192.9
4.3,213.8,8.6,7,10,15.2,190.7
4.4,214.7,8.7,7.1,10.1,14.7,191.2
4.5,214.5,8.7,7.1,10.1,15.6,194.1
4.6,214.5,8.8,7.2,10.2,15,193.5
4.5,214.5,8.8,7.2,10.2,14.7,192.8
4.3,213.8,8.8,7.2,10.1,14.2,194.3
4.1,213.1,8.7,7.1,9.9,13.4,193.6
3.8,212.5,8.6,6.9,9.7,12.2,187.1
3.6,211.1,8.3,6.7,9.7,12.6,185.7
3.5,209,8.1,6.6,9.2,12.8,190.1
3.5,208,8,6.5,8.9,12.7,194.7
3.4,207.8,7.9,6.5,8.9,12.2,194.7
3.3,206.5,7.8,6.4,8.7,12.6,191.6
3.3,203.5,7.7,6.3,8.8,12.7,190
3.2,202.1,7.6,6.3,8.7,12.4,190.8
3.1,201.9,7.6,6.3,8.7,12.1,191.2
3.1,201.4,7.5,6.2,8.7,12.4,191
3.1,200.9,7.5,6.2,8.7,12.2,191.8
2.9,200.4,7.4,6.1,8.6,11.3,191.5
2.6,199,7.2,5.9,8.5,10.5,187.5
2.3,197.2,7.1,5.8,8.4,9.2,178.7
2.1,194.9,6.9,5.6,8.2,8.7,171.8
1.9,191.9,6.8,5.4,8,8.4,168.7
1.8,181.2,6.6,5.3,7.8,8.3,166
1.8,171.6,6.4,5.2,7.9,8.6,170.5
1.7,169.7,6.3,5.1,7.6,8.3,183.1
1.6,164.3,6.4,5.2,7.4,6.7,193
1.5,160.9,6.6,5.3,7.4,5.9,194.1
1.4,159.9,6.7,5.3,7.4,6.1,196.7
1.4,159.1,6.8,5.3,7.4,6.5,202.5
1.4,158.3,6.9,5.3,7.3,6.1,205.4
1.4,157.4,7.1,5.4,10.7,5.4,202.5
1.4,156.4,7.4,5.6,10.5,5.1,189.7
1.4,155.6,7.6,5.7,10.6,5.4,181.4
1.4,154.9,7.7,5.7,10.6,5.1,169.4
1.4,154.2,7.9,5.8,10.6,5.1,154.8
1.4,153.4,8,5.8,10.6,5.5,140.9
1.5,214.5,8.2,5.8,10.7,5.7,131.2
1.6,214.4,8.5,6,13.6,5.4,105.6
1.8,214.3,8.9,6.3,13.5,5.3,93.5
1.9,214.1,9.3,6.7,13.4,4.4,97
2.1,213.8,9.5,7.2,13.1,2.8,129.1
2.3,213.5,9.5,7.5,12.7,1.6,210.1
2.7,213.2,9.4,7.8,12.5,2.3,339.8
3.2,213.1,9.5,8.2,10.9,6.9,19.5
4.1,19,9.8,8.5,10.9,10.9,22.4
5,20.5,10,8.6,11.3,14.1,26.8
5.4,24.9,10,8.5,11.3,14.9,31
5.2,31.9,9.9,8.5,11.2,13.8,34
4.7,37.7,9.7,8.3,11.1,12.4,35.2
4.2,38.6,9.5,8,10.8,11.6,36.3
3.9,36.3,9.2,7.6,10.4,11.3,41.6
3.6,35,8.9,7.3,10.5,10.8,50.2
3.3,34.4,8.6,7,10.3,10.3,60.8
3,34.2,8.4,6.8,10.1,9.7,71.2
2.8,34.8,8.2,6.6,9.8,9.6,79.1
2.7,36.4,7.9,6.4,9.5,10,89.9
2.7,39.5,7.9,6.3,9.7,9.6,99.7
2.6,60.9,8,6.3,9.7,9.1,106.7
2.6,61.2,8.3,6.5,9.6,8.6,111.9
2.6,61.2,8.6,6.6,9.9,8.7,121
2.7,61.1,8.9,6.7,10.3,8.7,135
2.8,60.9,9.2,6.9,11.8,8.3,148.2
2.9,237.8,9.5,7.1,12.2,8.1,155.8
3,238.8,9.7,7.2,12.4,8.8,160
3.1,239.5,9.7,7.1,12.4,9.3,167.4
3.1,239.9,9.6,7.1,12.3,8.4,178.7
3,240,9.8,7.4,12.1,7,183.9
2.9,240.1,9.9,7.8,11.9,6.1,184.4
2.7,240,9.9,7.9,11.6,5.5,182.6
2.6,239.7,9.8,8,11.4,4.6,172.9
2.4,239.4,9.7,8,11.7,4.9,143.2
2.3,238.8,9.4,7.4,11.5,7.4,132.8
2.3,238.1,8.6,6.4,11.2,8.9,134.6
2.4,237.1,7.7,5.7,11,10,131.2
2.5,139.8,7,5.6,6.5,11.3,127.7
2.8,141.9,6.9,5.7,7.1,13.2,131.6
3.4,147.7,7.3,6.2,7.8,14.7,134.9
4,150.3,8,6.7,8.7,15,135.3
4.4,153.2,8.5,7.1,9.3,15.8,140.8
4.5,154.5,8.9,7.4,9.5,13.6,142.4
4.3,154.7,9.2,7.7,10.1,12.1,148.5
4.2,152.2,9.4,7.9,10.2,11.3,153.5
4.2,148.3,9.6,7.9,10.3,11.7,148.6
4.3,143.9,9.5,7.7,10.3,13,146.7
4.8,142.2,9.3,7.6,10.4,15.6,149.7
5.3,140,9.6,8,10.8,15.2,146.4
5.7,138.9,10,8.3,11.2,16.1,146.6
5.7,137.9,10.3,8.6,11.7,13.8,152.9
5.4,136.4,10.7,9,12,11.3,165.2
5.1,135.9,11,9.4,12.2,10,179.5
5,135.5,11.3,9.6,12.3,9.9,179.2
5.2,135.5,11.7,9.7,12.5,11.5,175
5.7,230,11.7,9.3,14.3,13.9,177.7
6.1,231.3,11.6,9,14.6,14.1,185.8
5.9,233.4,11.8,9.5,14.6,10.7,175.2
5.6,235.9,12.1,10.1,14.5,10.1,125.8
5.4,238.2,11.8,9.4,14.3,14.9,93
5.6,241.4,10.8,8.3,13.9,15.7,75.3
6.2,127,10.4,8.4,13.3,17.6,91.7
7.4,125.7,11,9.2,12.7,19,109.2
8.7,122.6,12,10.1,13.4,19.9,109.6
9.3,126.4,12.9,11.1,14.1,15.9,124.9
9.1,169.5,13.6,12.1,14.7,12,174.3
8.6,179.9,13.8,12.2,14.9,13.9,193.2
7.9,188.1,13.3,11.6,14.7,14.7,195.3
7.2,195.7,12.6,10.8,13.8,13.9,204.5
6.5,201.8,12,10.2,13.6,13.4,222.7
6.3,211.7,11.7,9.9,13.2,13.7,233.3
6.3,247,11.6,9.8,13.2,14.4,237.1
6.2,246,11.6,9.8,13.3,13.2,238
5.9,245.6,11.8,9.9,13.5,10.8,236.6
5.5,244.2,12,10.3,13.6,8.8,235.9
5.2,242.7,12.2,10.6,13.6,7.3,244.6
5,242.3,12.2,10.8,13.4,6.7,262.6
4.7,242.6,12,10.7,13.2,6.4,270.3
4.5,243.2,11.8,10.6,12.9,7.1,273.9
4.3,244.3,11.5,10.2,12.8,8.5,274.4
4.1,246.2,11.1,9.3,12.4,9.6,271.1
4,248.6,10.6,8.6,12.2,9.5,267.8
3.8,267,10.4,8.4,12,9,260.7
3.6,269.3,10.3,8.4,11.8,8.2,248.6
3.5,271.6,10.3,8.6,11.5,7.2,235.2
3.3,273.2,10.4,9,11.7,5.1,212.5
3.2,274.1,10.4,9.2,11.5,5.3,169.4
3.1,274.4,10.3,9.1,11.4,7.2,150.2
3,274.2,10.1,8.6,11.3,7.8,136.2
2.9,273.8,9.8,8,11.1,8.4,119.8
2.8,273,9.3,7.3,11,9.4,110.8
2.9,271.5,8.8,6.7,10.8,9.2,103.6
2.9,268.5,8.6,6.7,10.6,8.9,90.1
2.9,249.4,8.5,6.7,10.7,9.9,75.6
3.1,247.7,8.3,6.7,10.6,10.6,68.8
3.3,68.7,8.4,6.8,10.6,10.8,64.6
3.5,67,8.6,7,10.6,11.1,58.2
3.8,65.9,8.6,7.1,10.3,12.9,52.2
4.1,66.2,8.6,7.1,8.6,14.2,50.7
4.2,67.4,8.7,7.2,8.8,13.5,46.5
4,88.9,8.7,7.2,9.6,12.9,36.3
3.9,92.9,8.7,7.1,9.6,12.8,25.8
3.7,94.9,8.6,7,10.2,12.1,17.6
3.5,96.6,8.5,6.9,10.2,11.6,6.8
3.4,97.4,8.2,6.7,10.2,12.1,356.4
3.3,349.2,8,6.4,10.1,12.3,352.5
3.2,346.1,7.7,6.3,9.7,12.2,348.3
3.1,342.5,7.5,6.2,7.7,12.7,341.6
3.1,339.5,7.3,6.1,7.6,13.2,336.9
3.1,338,7.2,6.1,7.7,13.3,335.2
3.1,336.8,7.2,6.1,7.8,13,333.1
3,334.6,7.1,6.1,7.8,12.8,328.7
3,331.7,7.1,6.1,7.8,13.1,324.9
3.1,328.8,7.2,6.1,7.9,13.4,322.5
3.2,326.5,7.3,6.2,8,13.3,320.5
3.3,323.5,7.4,6.3,8.2,13.3,315.4
3.4,321.2,7.5,6.4,8.4,13.9,311.3
3.6,320.6,7.6,6.5,8.5,14.3,310.3
3.6,320.1,7.8,6.6,8.6,13.8,308.2
3.6,318.4,7.9,6.7,8.7,13.8,304
3.7,316.7,7.9,6.7,8.8,14.1,301.8
3.7,315.4,7.9,6.7,8.7,14.2,301.5
3.8,314.5,7.9,6.7,8.8,14.3,301
3.8,313.4,8,6.8,8.9,13.8,299.6
3.7,312.5,8,6.8,9,13.3,300
3.5,312.2,8,6.8,9,11.9,302.2
3.3,312.7,8.1,6.9,9.1,10.9,306.6
3.2,323.5,8.2,7,9.2,10,313.8
3,330.5,8.3,7.1,9.2,9.3,325.6
3,333.9,8.3,7.1,9.3,9.5,340.5
3.1,16.9,8.3,7,9.3,10.3,349.9
3.2,14.6,8.2,6.8,9.3,11.4,351.4
3.4,10.4,8.1,6.7,9.3,12.5,351.8
3.6,6.8,8.1,6.8,9.3,13.4,354.5
3.8,6.1,8.2,6.9,9.5,13.6,355.2
3.9,5.2,8.4,7,9.7,13.5,352.7
4,3.3,8.4,7,9.5,14.1,352.1
4.1,2.2,8.4,7.1,9.5,14.3,354.6
4.1,3.5,8.5,7.2,9.5,14.1,358.8
4.1,7,8.5,7.2,9.5,13.6,5.2
4,11.5,8.6,7.3,9.6,12.5,12.1
3.9,12.7,8.8,7.4,9.9,12.2,18.6
4.1,13.7,9,7.5,10.2,13.2,26.5
4.5,12.3,9.3,7.7,10.6,13.1,33.3
4.6,10.7,9.7,8,11.2,12.4,32.1
4.7,13.2,9.9,8.2,11.4,12.7,31.8
4.7,17.3,9.9,8.1,11.5,12.7,33.2
4.6,21.6,9.8,8.1,11.5,12.5,33.5
4.5,26.7,9.7,7.9,11.4,12.7,31.9
4.3,28.7,9.5,7.7,11.3,12.7,32.5
4.1,30.5,9.2,7.5,11.2,12.3,36.4
3.8,31.7,9,7.3,11,10.9,38.5
3.4,32.4,8.9,7.1,10.9,9.8,36.3
3,33,8.6,6.9,10.6,9.3,34.5
2.7,33.5,8.4,6.7,10.5,8.3,37.5
2.4,33.9,8.3,6.7,10.1,6.6,40
2.1,34.2,8.3,6.8,9.9,5.2,33
1.9,34.5,8.3,7,9.6,4.7,25.6
1.7,34.9,8.2,7.1,9.6,3.5,38.6
1.6,35.3,8.2,7.2,9.3,1.6,92.7
1.5,36,8.2,7.3,9.2,1.6,170.4
1.5,37,8.3,7.3,9.1,2.1,188.7
1.5,38.2,8.4,7.4,9.1,3.6,175.3
1.5,39.8,8.5,7.5,9.2,5.3,172.1
1.5,41.7,8.5,7.3,9.4,5.8,168.8
1.5,43.1,7.9,6.1,9.7,6.3,152.3
1.6,167.3,7.4,5.7,9.7,6.9,139.3
1.7,166.4,7.2,5.6,9.7,6.7,145.8
1.7,167.3,7.2,5.8,9.5,5.7,171.7
1.6,168.8,7.3,5.8,9.4,6.7,203.5
1.7,170.6,7.2,5.7,9.3,7.1,217.4
1.7,173.7,7.4,5.7,9.3,6.8,223.1
1.8,177.6,7.9,6.1,9.3,5.4,229.6
1.8,338.1,8.5,6.8,9.4,2.2,242.5
1.9,337.5,9.1,7.5,11.8,2,54.7
2,336.9,9.4,8,12.1,5.7,57.2
2.2,336.5,9.6,7.9,12.4,9.4,53.4
2.5,336.2,8.7,6.3,12.8,12.3,53.5
3,336.1,7.7,5.8,12.6,12.3,59.6
3,336,8,6.2,12.7,9.8,80.5
2.9,335.7,8.4,6.7,12.7,7.8,123.5
2.8,335.6,8.8,7,12.6,7.7,165.6
2.8,335.5,8.9,7.2,12.4,8.1,182.6
2.7,335.4,9,7.2,9.4,7.9,189.6
2.7,335.1,9.1,7.4,9.4,6.8,188.2
2.6,334.6,9.3,7.8,9.5,5.1,182.6
2.6,333.6,9.5,8.3,9.7,3.7,165.3
2.7,332,9.7,8.6,10,3.3,168.5
2.8,330.3,10,8.9,12.6,4.2,204.6
3,328.9,10.2,8.9,12.8,7.4,208.8
3.3,328,10,7.9,12.9,10,200.8
3.7,328.3,9.8,7.6,13,10.4,194.4
3.8,329.4,10.1,8.1,12.7,8.1,195
3.7,330.7,10.5,9,12.4,6.1,198.3
3.6,331.6,10.7,9.5,11.9,6.2,204
3.6,332.3,10.8,9.7,11.6,7.4,207.7
3.6,332.8,10.8,9.6,11.5,7.6,209.2
3.6,333.2,10.8,9.6,11.4,6.7,215.7
3.6,333.3,10.9,9.9,11.8,6.2,226.2
3.7,333.3,10.9,10,11.7,7.1,240.5
3.8,333.1,10.8,9.8,11.6,9,253
4,332.8,10.4,8.8,11.5,10.2,260.3
4.1,332.3,10,8.2,11.3,10.8,262.4
4.1,332,9.6,7.9,11.1,11.5,259.7
4.1,331.8,9.3,7.6,10.8,12.4,259
4,331.6,8.9,7.3,10.7,12.8,260.2
3.8,331.3,8.7,7.2,10.2,12.2,257.4
3.6,331.4,8.4,7,9.9,11.9,251.3
3.3,331.5,8.2,6.7,9.7,11.4,251.1
3,331.5,8,6.5,9.4,10.4,257.4
2.7,330.9,7.9,6.4,9.4,9.6,263.7
2.6,329.7,7.8,6.3,9.2,9.1,264.7
2.5,327.6,7.8,6.2,9.1,9.2,264.5
2.5,322.1,7.9,6.3,9.1,8.9,268.4
2.5,252.1,8.1,6.5,9.3,7.7,264.9
2.5,246.9,8.4,6.8,9.5,7.5,247.9
2.5,242.3,8.4,6.8,9.6,8.3,237.4
2.5,234.2,8.4,6.7,9.7,7.8,227.4
2.4,229.6,8.4,6.7,9.7,7.1,198.9
2.3,226.2,8.3,6.7,9.6,7.2,179.3
2.2,223.7,8.3,6.8,9.5,4,223.3
2.3,264.7,7.7,6.1,9.4,12,299.3
3.3,277.6,7.2,6,8.1,15.9,303.2
4.5,275.5,8.2,6.9,9.3,17.1,299.9
5.3,273.8,9,7.6,10.3,18.1,300.1
5.7,276.7,9.5,7.9,10.4,17.5,303.3
5.5,273.4,9.6,8,11,15.8,305.3
5,265,9.5,7.9,11,14.2,302.4
4.5,263.8,9.2,7.6,10.8,13.9,300
4.1,262.5,8.9,7.2,10.7,13.2,303.9
3.7,260.2,8.6,7,10.5,11.5,309.3
3.2,257.7,8.6,6.9,10.5,9.5,306
2.9,255.3,8.6,6.9,10.5,8.7,297
2.6,253,8.6,6.9,10.5,7.6,288.7
2.3,250.5,8.6,6.9,10.4,6.4,265.1
2.2,249,8.4,6.6,10.3,8.1,251.6
2.2,248.4,7.7,5.9,10.2,9.1,258.5
2.3,248.7,7.3,5.7,10.1,9.3,276.9
2.2,248.4,7.3,5.8,10,7.9,282.6
2.1,248.5,7.4,5.9,9.9,8.1,271
2.1,249.1,7.2,5.7,9.9,9.5,265.2
2.2,250.1,7,5.5,9.8,9.9,267.8
2.2,250.3,6.9,5.5,9.6,9.1,269.3
2.1,250.2,7,5.6,8.8,8.7,270.2
2,250.2,7,5.6,8.8,8.4,271.8
1.9,250.2,7,5.6,8.9,7.8,275.2
1.8,250.1,7,5.6,8.5,7,275.6
1.7,250,7.1,5.7,8.8,6.3,272.8
1.6,250.1,7.1,5.7,8.7,6.1,273.1
1.5,250.3,7,5.6,8.6,5.6,275.9
1.4,250.6,7,5.6,8.4,4.8,275.2
1.3,250.9,7,5.7,8.2,4.3,266
1.2,251.4,6.9,5.7,8,4.4,263.2
1.1,252.5,6.9,5.7,7.8,4.2,266.3
1.1,253.4,6.8,5.6,7.9,3.6,263.8
1,253.7,6.7,5.6,7.7,3.6,260
0.9,253.9,6.6,5.5,7.5,4,272.3
0.9,254.1,6.4,5.3,7.2,4.2,291.8
0.8,254.3,6.2,5.2,7.3,3.6,310.4
0.8,254.2,6.2,5.1,7.1,2.9,319.7
0.7,253.9,6,5.1,6.9,3.2,325
0.7,253.2,5.9,5,6.7,4,340.4
0.7,252.1,5.8,4.9,6.4,3.9,5.6
0.6,251,5.7,4.8,6.5,3.4,25.1
0.6,250.1,5.6,4.8,6.3,3.6,18.4
0.6,249.4,5.5,4.7,6.1,4.8,19.8
0.6,248.9,5.5,4.7,6,5.4,35.6
0.6,248.7,5.4,4.5,5.9,5.4,49.9
0.6,248.7,5.1,4.2,6,5.1,49.2
0.8,94.3,4.1,3.5,3.2,5.7,42.3
0.8,92.6,4.3,3.8,3.7,7,49.9
0.9,79.1,4.3,3.8,4.2,7.2,66.1
0.9,92.2,4.4,3.9,4.6,6.7,77.4
1,96.7,4.6,4.1,5.1,7.1,79
1.3,96.1,4.9,4.3,5.4,9.1,83.4
1.8,96.1,5.5,4.8,6.2,11.3,90.3
2.2,96.5,6.2,5.3,7,11.1,89.9
2.4,95.9,6.6,5.6,7.5,11,85.8
2.6,94.3,6.8,5.7,7.7,11.7,86.1
2.7,95.7,7,5.8,7.9,12,92.3
2.8,99.3,7.2,6,8.1,11.6,99.1
2.8,102.5,7.3,6.1,8.3,11.3,100
2.9,103.6,7.4,6.1,8.3,11.6,100.8
2.9,104.8,7.5,6.1,8.3,11.6,103.8
2.9,106.4,7.6,6.1,8.3,10.7,106.2
2.7,107.7,7.7,6.2,8.3,9.9,103.8
2.6,108.6,7.6,6.1,8.3,10.2,101.2
2.7,110.5,7.5,6,8.2,10.9,104.8
2.7,115.3,7.5,6.1,8.2,10.4,108.4
2.7,120.1,7.7,6.2,8.4,9.5,107.6
2.6,122.3,7.9,6.2,8.5,9.3,104.5
2.5,123.4,8,6.2,8.6,9,105.4
2.5,124.5,8.4,6.4,8.6,8.1,105.2
2.5,247.5,8.8,6.6,12.5,7.1,100.3
2.5,249,9.2,7,12.7,7,96.1
2.5,250.9,9.5,7.2,12.5,6.8,100
2.5,252.9,9.7,7.4,12.3,5.8,101.1
2.5,254,9.8,7.7,12.1,5.3,93.4
2.4,254.8,9.8,7.8,11.9,6,89.1
2.4,255.2,9.6,7.6,11.6,6.5,96.4
2.4,255.5,9.4,7.5,11.6,5.9,101.5
2.3,255.7,9.3,7.5,11.2,5.3,93.2
2.2,255.8,9.2,7.4,11,5.6,86.4
2.1,255.8,9,7.3,10.8,5.7,90.5
2,255.7,8.8,7.2,10.5,4.9,89.5
1.9,255.4,8.7,7.2,10.4,4.6,83.8
1.8,124.8,8.5,7.1,10.1,4.7,82.3
1.7,124.6,8.4,7,9.8,4.4,90.4
1.6,124.5,8.3,7.1,9.5,3.3,93.4
1.5,124.6,8.2,7.1,9.4,2.7,72.9
1.4,124.6,8.1,7.1,9.2,2.9,57.1
1.4,124.6,8,7,9,2.1,55
1.3,124.5,7.9,7,8.8,1.3,354.1
1.2,124.3,7.9,6.9,8.9,3.3,326.3
1.2,124,7.7,6.8,8.6,4.3,325.5
1.1,123.7,7.5,6.2,8.4,4.9,316.5
1.2,123.3,6.7,5.2,8.3,6.2,315.4
1.3,123,6.1,4.8,8.1,7.3,328
1.4,344.4,5.8,4.7,7.8,7.3,344
1.4,348.4,6,4.8,5.9,6.6,359.3
1.3,349.4,6.2,4.9,6,6.4,6.1
1.4,350.8,6.3,4.9,6.3,7.7,11.7
1.7,19.3,6.3,4.9,6.1,9.1,22.4
2,24.5,6.6,5.2,6.3,9.3,28.5
2.2,25.9,7,5.5,6.7,9.4,26.1
2.3,25.5,7.3,5.6,11.8,9.8,23.7
2.4,24.8,7.4,5.7,11.8,9.6,26.1
2.4,24.4,7.6,5.9,11.6,9,30.6
2.4,24.1,7.8,6,11.5,8.6,33.2
2.4,24.3,8,6.2,11.4,8.5,32.3
2.5,25.5,8.2,6.2,11.7,9.1,35.2
2.6,27.9,8.3,6.3,11.6,9.6,40
2.8,29.7,8.4,6.4,11.4,9.9,40.7
3,31.1,8.4,6.4,11.3,11.1,40.7
3.3,32.3,8.3,6.4,11.2,12.1,46
3.4,33.2,8.3,6.4,11.1,11.7,50.7
3.3,33.7,8.4,6.5,11.2,11.2,50.1
3.2,33.9,8.3,6.4,11.5,11.4,47.4
3.1,34.1,8.2,6.3,11.4,11.5,49.9
3,34.2,8.1,6.2,11.6,10.9,54.4
2.9,34.2,8.1,6.2,11.6,10.7,56
2.8,34.3,7.9,6.1,11.4,11,57.8
2.8,34.4,7.7,6,11.7,11.2,62.2
2.7,34.4,7.5,5.9,11.5,11,67.6
2.6,34.4,7.4,5.8,11.3,10.6,68.5
2.6,34.5,7.2,5.7,7,11.1,68.9
2.6,35,7,5.6,6.9,11.9,72.4
2.6,35.4,6.9,5.6,7.1,12,78.3
2.6,35.4,6.9,5.7,7.3,11.7,80.6
2.6,35.6,6.9,5.7,7.3,11.8,78.2
2.6,99.2,6.8,5.7,7.3,12.3,77.3
2.7,97.1,6.7,5.7,7.3,12.3,78
2.6,96.5,6.7,5.7,7.4,12.1,76
2.6,92.6,6.7,5.7,7.4,12.4,71.3
2.7,85,6.7,5.7,7.4,12.8,68.6
2.8,81.1,6.8,5.8,7.5,13.2,67.4
3,76.8,6.9,5.9,7.7,13.5,62.2
3.2,52.9,7.1,6.1,7.8,14.6,57.6
3.5,51.2,7.3,6.3,7.8,15.3,55.3
3.8,67.3,7.6,6.5,8.4,15.6,55.1
4,67.9,7.9,6.7,8.6,15.7,53.1
4.2,67.4,8.1,6.9,8.7,16.1,49.8
4.5,66.1,8.4,7.1,9.2,16.6,48.7
4.8,66,8.8,7.3,9.5,16.7,49.7
5.1,66,9.1,7.5,9.7,16.4,46.7
5.3,66.6,9.3,7.7,10,17.1,47.3
5.5,68.8,9.4,7.9,10.3,17.1,49.1
5.6,74,9.6,8,10.5,16.7,53.5
5.5,79.6,9.6,8,10.5,16.1,53.3
5.3,86.2,9.6,7.9,10.7,15.7,51.4
5.1,89.1,9.5,7.8,10.7,15.4,48.9
5,88.8,9.3,7.7,10.5,15.2,49.1
4.8,88.3,9.3,7.6,10.7,14.4,47.6
4.6,88.1,9.2,7.6,10.6,14.3,46.2
4.5,87.3,9.1,7.5,10.4,13.9,44.7
4.4,82.6,9,7.5,10.3,13.8,44.9
4.4,78.7,9,7.5,10.3,13.7,41.5
